id;name;host_id;host_name;neighbourhood_group;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365;number_of_reviews_ltm;license
6,88E+17;1 bedroom in shared 2 bed flat - amazing location;82226016;Sabrina;;Hillside and Calton Hill;55.95968986;-3.175720212;Private room;150;2;0;;;4;16;0;
6,88E+17;King Ensuite Room in 2 bed flat Balcony Lake View;23841281;Bruce&Julio;;Easter Road and Hawkhill Avenue;55.96211317;-3.163835377;Private room;120;3;0;;;1;0;0;
6,88E+17;Central room with own balcony close to Haymarket;3200264;Dana;;Gorgie West;55.9368;-3.24345;Private room;54;4;0;;;3;286;0;
6,88E+17;Modern Clean Room & En Suite Close To City Centre;15320742;Chasey;;Meadowbank and Abbeyhill North;55.9614055;-3.1627161;Private room;92;1;9;11/09/2022;8.18;1;15;9;
6,88E+17;SPACIOUS 2 BEDROOM - PRIVATE PARKING SPACE;473809215;Sue;;Meadowbank and Abbeyhill North;55.9581204;-3.1606936;Entire home/apt;170;3;0;;;1;34;0;
6,88E+17;Lovely 1 bedroom in a 2 bed shared flat;32329616;Dammy;;Northfield and Piershill;55.95629;-3.14315;Private room;115;1;0;;;1;348;0;
6,88E+17;1 bed cosy flat with the view over the Arthur Seat;177457663;Ekaterina;;Willowbrae and Duddingston Village;55.9546566;-3.1556553;Entire home/apt;94;5;0;;;1;8;0;
6,88E+17;Perfectly located studio with bathroom and kitchen;1930634;Shonagh;;New Town West;55.95578712;-3.202977132;Entire home/apt;129;2;7;30/08/2022;6.36;1;0;7;
6,88E+17;2 bedroom top floor flat with balcony/Festival Let;109815066;Stuart;;Western Harbour and Leith Docks;55.97350327;-3.160929235;Entire home/apt;170;5;0;;;1;348;0;
6,88E+17;Edinburgh Festival Fringe Let: Central 1 Bed Flat;330677393;Bianca;;Great Junction Street;55.97245076;-3.174279195;Entire home/apt;120;7;0;;;1;43;0;
6,88E+17;Muse house by Arthur seat;146730114;Adam;;Northfield and Piershill;55.95546;-3.14675;Entire home/apt;299;2;0;;;5;118;0;
6,89E+17;Bedroom for single person. Female preferably;166237660;Bella;;Blackford, West Mains and Mayfield Road;55.92611938;-3.177228123;Private room;56;1;2;21/08/2022;2;2;289;2;
6,89E+17;Single room in a warm flat;103358150;Fernando;;The Calders;55.9185;-3.29835;Shared room;29;3;3;10/09/2022;2.81;3;185;3;
6,89E+17;Sunny Bedroom with balcony /10 mins to city centre;65044019;Eva;;The Inch;55.92024;-3.1479;Private room;46;1;3;28/08/2022;3;1;56;3;
6,89E+17;Penthouse flat. city views.  and free parking;44556784;Molly;;Easter Road and Hawkhill Avenue;55.96428646;-3.169034406;Private room;54;1;5;09/09/2022;5;1;72;5;
6,89E+17;Beautiful Double Room in City Centre;67805276;Emily;;Polwarth;55.93525584;-3.220890861;Private room;65;2;3;09/09/2022;3;1;20;3;
6,89E+17;Lovely 2-bed flat in the heart of the city centre.;133668074;Paul;;Tollcross;55.9413077;-3.2037185;Entire home/apt;118;3;4;12/09/2022;4;1;79;4;
6,89E+17;Double bedroom in family home;149925715;Luca;;Queensferry East;55.9843324;-3.3943758;Private room;40;1;10;11/09/2022;9.37;1;73;10;
6,89E+17;Cozy City Centre 2 Bedroom Apartment;120418057;Raza;;Hillside and Calton Hill;55.9608855;-3.1768023;Entire home/apt;75;1;2;11/09/2022;2;1;349;2;
6,89E+17;Spacious room on the Meadows;378390130;Iannis;;Meadows and Southside;55.94345254;-3.197753577;Private room;76;2;4;26/08/2022;4;1;339;4;
6,89E+17;Modern 2 bedroom flat 10 minute walk to Haymarket;63264920;Max;;Polwarth;55.93977102;-3.2259866;Entire home/apt;149;2;6;08/09/2022;6;1;124;6;
6,89E+17;Cozy private double bedroom close to city center;35558984;Shun;;Polwarth;55.9389833;-3.21858336;Private room;77;1;11;11/09/2022;9.71;1;40;11;
6,89E+17;1 Bed City Centre Apt with Free Parking;42250520;Phil;;Broughton North and Powderhall;55.96656019;-3.191530176;Entire home/apt;118;2;2;12/09/2022;2;1;16;2;
6,89E+17;Loverly holiday home. free parking. WiFi. Garden.;372138383;Mousa;;Prestonfield;55.93346717;-3.160503062;Shared room;50;1;1;28/08/2022;1;1;314;1;
6,89E+17;Small double room in smart city centre flat;42363464;Freddie;;Old Town, Princes Street and Leith Street;55.95681722;-3.190036793;Private room;70;1;5;12/09/2022;5;2;347;5;
6,90E+17;Private room in stylish traditional tenement flat;330707521;Martin;;South Leith;55.96556;-3.17346;Private room;72;1;1;12/09/2022;1;1;41;1;
6,90E+17;Luxury 2 bedroom apartment just off Princes Street;236828;Francois;;Deans Village;55.94995322;-3.209327888;Entire home/apt;180;3;0;;;15;0;0;
6,90E+17;Spacious 3BD Flat in Edinburgh - Amazing location!;454093749;Emily;;Marchmont West;55.93834421;-3.19741534;Entire home/apt;229;2;0;;;1;358;0;
6,90E+17;Habitación luminosa y amplia;471995889;Pamela;;Muirhouse;55.9715365;-3.2626471;Private room;85;1;0;;;2;269;0;
6,90E+17;Private bedroom with idyllic view on Arthur's Seat;65027496;Nicolas;;Meadowbank and Abbeyhill North;55.95572398;-3.159671838;Private room;130;1;0;;;1;36;0;
6,90E+17;Lovely spacious and bright one-bedroom apartment;67018966;Alexandra;;Morningside;55.92787678;-3.207427785;Entire home/apt;165;2;2;26/08/2022;2;1;354;2;
6,90E+17;Lovely 1 bedroom Leith Flat Close to City Centre;96153200;Eilidh;;South Leith;55.96735644;-3.170667539;Entire home/apt;167;3;1;16/08/2022;1;1;52;1;
6,90E+17;Huge airy 3-bed flat in heart of north Edinburgh;5322809;Jo;;Great Junction Street;55.97380233;-3.174849339;Entire home/apt;145;2;0;;;1;17;0;
6,90E+17;Ground Floor APT-Main Door & Parking-Shore. Leith.;102221550;Vincent;;The Shore and Constitution Street;55.97534252;-3.171626081;Entire home/apt;131;2;1;17/08/2022;1;18;40;1;
6,90E+17;Homely apt by St Giles w/ desk;37563463;Altido;;Old Town, Princes Street and Leith Street;55.95042062;-3.190943153;Entire home/apt;216;3;1;25/08/2022;1;128;265;1;
6,90E+17;Double ensuite bedroom in family home in Newington;54503894;Katrina;;Newington and Dalkeith Road;55.93449894;-3.16877188;Private room;100;2;4;09/09/2022;4;1;17;4;
6,90E+17;Leith Spacious 4 bed Split Level Flat With Patio;230096829;Raj;;Great Junction Street;55.9709;-3.17293;Entire home/apt;288;2;0;;;1;156;0;
6,90E+17;Spacious 2BR Old Town Apt - Next to Castle!;201600360;David;;Old Town, Princes Street and Leith Street;55.94770856;-3.193673143;Entire home/apt;195;1;1;21/08/2022;1;29;232;1;
6,90E+17;Two bedroom apartment- private room;103657373;Hugo;;Easter Road and Hawkhill Avenue;55.9627424;-3.170624289;Private room;80;5;0;;;1;287;0;
6,90E+17;1 BR Apartment in old town (Nicolson Street);223475500;Bessie;;Canongate, Southside and Dumbiedykes;55.9455222;-3.1847999;Entire home/apt;127;2;3;03/09/2022;3;1;61;3;
6,90E+17;Super central Edinburgh base all to yourself;55898718;Amore;;New Town West;55.95438;-3.20356;Entire home/apt;298;2;4;27/08/2022;4;1;299;4;
6,90E+17;Lovely Double Room.quiet area.close to city centre;11261016;Jenna;;Comely Bank;55.96579207;-3.228145887;Private room;100;1;2;11/09/2022;2;1;89;2;
6,90E+17;Lovely one bed apartment in stylish Stockbridge;11651680;Katie;;Comely Bank;55.9580997;-3.216457233;Entire home/apt;111;2;1;20/08/2022;1;1;336;1;
6,90E+17;Dean Village 1 bed flat with river views;109957572;Fi;;Deans Village;55.95199154;-3.21758002;Entire home/apt;171;2;3;12/09/2022;2.81;1;67;3;
6,90E+17;Lovely 1 bed room with a hot tub. for 1 person :);223042770;Ajay;;Drylaw;55.96577;-3.25972;Private room;55;2;2;10/09/2022;2;1;83;2;
6,91E+17;Quiet. spacious 1 bedroom flat- with sofabed also!;441181567;Norman;;Northfield and Piershill;55.95438;-3.14399;Entire home/apt;125;5;1;23/08/2022;1;4;28;1;
6,91E+17;Large central 6-bed flat looking onto The Meadows;851172;Zeb David;;Meadows and Southside;55.94215221;-3.200932949;Entire home/apt;514;2;1;22/08/2022;1;16;0;1;
6,91E+17;Modern 3 Bed Flat on the Historic Royal Mile!;474453785;Andrew-Pass The Keys;;Old Town, Princes Street and Leith Street;55.95034638;-3.192752635;Entire home/apt;190;2;1;28/08/2022;1;1;176;1;
6,91E+17;Entire Fountain Park One Bedroom Flat;248354848;Li;;Polwarth;55.93905377;-3.218530475;Entire home/apt;108;2;0;;;3;355;0;
6,91E+17;Super King Size Bedroom studio in Fountain Park;248354848;Li;;Dalry and Fountainbridge;55.94084912;-3.21999735;Entire home/apt;88;2;0;;;3;259;0;
6,91E+17;Bright 2-bedroom terrace house with fire pit;194613556;Andrius;;Granton West and Salvesen;55.97296;-3.24998;Private room;55;1;14;11/09/2022;14;1;67;14;
6,91E+17;Lovely spare room in a 2 bedroom flat;474504050;Richard;;Leith (Albert Street);55.96313;-3.17398;Private room;105;1;4;10/09/2022;4;1;352;4;
6,91E+17;Big & bright Friends & Family room in a townhouse;50725883;Ilio;;Canonmills and New Town North;55.96090886;-3.200475164;Private room;175;3;1;29/08/2022;1;10;4;1;
6,91E+17;Bright and spacious 2-bedroom near Arthur's seat;12427825;Jorge Patricio;;Newington and Dalkeith Road;55.93737675;-3.17348236;Entire home/apt;170;2;0;;;1;142;0;
6,92E+17;Modern double room in Leith;40862720;Christopher;;Pilrig;55.96944;-3.17948;Private room;70;1;3;26/08/2022;2.81;1;339;3;
6,92E+17;Secrète Morningside;52242420;Lorene;;Greenbank and The Braids;55.92079925;-3.214095882;Private room;47;2;4;05/09/2022;4;1;292;4;
6,92E+17;GuestReady Cozy Central Edinburgh Nest;474668249;Thulasi;;Bruntsfield;55.94155742;-3.204631993;Entire home/apt;95;2;2;26/08/2022;2;1;187;2;
6,92E+17;Lovely Private Room with En-suite Bathroom;338143416;George;;Clovenstone and Wester Hailes;55.91281;-3.28108;Private room;67;1;2;24/08/2022;2;1;86;2;
6,92E+17;One double bedroom in perfectly placed shared flat;183966678;Rachel;;Willowbrae and Duddingston Village;55.95373;-3.15298;Private room;50;2;4;11/09/2022;4;1;344;4;
6,92E+17;Lovely 2-bedroom rental unit in Stockbridge;76094816;James;;Stockbridge;55.9578893;-3.2109951;Entire home/apt;150;3;2;11/09/2022;2;1;34;2;
6,93E+17;Quiet 2 bedroom flat Private Garden.;57415267;Keith;;Trinity;55.97281201;-3.212750802;Entire home/apt;250;3;0;;;2;254;0;
6,93E+17;Hopetoun Apartment with free parking;22597535;Agnes & Philip;;Broughton South;55.96321078;-3.186450544;Entire home/apt;169;3;2;10/09/2022;2;29;66;2;
6,93E+17;Quiet 2 bed home. en-suite &free on-street parking;405854499;Almas;;South Leith;55.96657189;-3.169993484;Entire home/apt;147;2;5;09/09/2022;5;1;63;5;
6,93E+17;Private Double Bedroom at the Shore;474750828;Muaadh;;Western Harbour and Leith Docks;55.97724011;-3.174408494;Private room;74;1;9;11/09/2022;9;1;226;9;
6,93E+17;Modern & Stunning 2Bed Flat with⭑Free Parking! ⭑;474942735;Abir-Pass The Keys;;Craigleith, Orchard Brae and Crewe Toll;55.95571627;-3.229922019;Entire home/apt;317;2;2;29/08/2022;2;1;332;2;
6,93E+17;20.08-27.08 Only Short Term - Last Week Of Fringe;183794440;Paweł;;Tollcross;55.9445016;-3.2055336;Private room;40;1;0;;;1;41;0;
6,93E+17;Freshly renovated  traditional flat;167568767;Christina & Sandy;;Morningside;55.92809162;-3.211111882;Entire home/apt;127;2;0;;;2;307;0;
6,93E+17;Cozy 1-bedroom flat in Edinburgh;48929954;Zihao;;Balgreen and Roseburn;55.94330183;-3.234222091;Entire home/apt;100;1;5;28/08/2022;5;1;1;5;
6,94E+17;Room in Edinburgh flat - Amazing Location!;27957091;Justin;;Gorgie East;55.94118866;-3.22829225;Private room;89;1;1;10/09/2022;1;1;3;1;
6,94E+17;Gilmore Charming Apartment;22597535;Agnes & Philip;;Bruntsfield;55.93962443;-3.209280605;Entire home/apt;187;3;0;;;29;16;0;
6,94E+17;Lovely Single bedroom in the heart of Edinburgh;467171841;Mo;;Meadows and Southside;55.942647;-3.184112;Private room;42;1;4;10/09/2022;4;1;13;4;
6,94E+17;1 Bedroom Flat in Historic Building Leith;16310327;Howard;;The Shore and Constitution Street;55.9758619;-3.1710792;Entire home/apt;79;3;0;;;1;108;0;
6,94E+17;Double room in Edinburgh apartment;42744905;Emma;;Boswall and Pilton;55.97228;-3.22917;Private room;70;1;1;10/09/2022;1;1;65;1;
6,94E+17;Spacious 2 bed in the heart of Leith;421984863;Charlotte;;The Shore and Constitution Street;55.97280797;-3.167226155;Entire home/apt;120;2;0;;;2;22;0;
6,94E+17;GuestReady Calm and Cosy 2BR flat in City Centre;132780496;GuestReady;;Meadows and Southside;55.94247325;-3.180883899;Entire home/apt;83;2;0;;;2;57;0;
6,94E+17;Double bed with private bathroom and free parking;475129955;Tamara;;Slateford and Chesser;55.9280889;-3.2491901;Private room;65;1;3;04/09/2022;3;1;126;3;
6,94E+17;Bright and lovely 2 bedroom flat on Leith Shore.;475137252;Miranda;;North Leith and Newhaven;55.97554538;-3.178164176;Entire home/apt;200;3;0;;;1;295;0;
6,94E+17;Room in lovely modern 2-bed apartment with patio.;2520215;Alan;;Meadows and Southside;55.94462819;-3.196293757;Private room;50;3;4;10/09/2022;4;2;64;4;
6,94E+17;Bright 1 bedroom flat in Edinburgh;330071702;Lukas;;Canongate, Southside and Dumbiedykes;55.94568201;-3.180585903;Entire home/apt;60;7;0;;;1;27;0;
6,94E+17;Bright modern flat near city centre - free parking;133558137;Vanessa;;West Pilton;55.97206;-3.23717;Entire home/apt;95;3;5;11/09/2022;5;1;117;5;
6,94E+17;Cosy 1 bedroom flat close to city centre;475167433;Patrick;;Easter Road and Hawkhill Avenue;55.96228257;-3.170653945;Entire home/apt;73;2;5;11/09/2022;5;1;69;5;
6,94E+17;Luxury double bedroom with balcony in 2-bed condo.;2520215;Alan;;Meadows and Southside;55.94477357;-3.196655269;Private room;95;3;0;;;2;6;0;
6,94E+17;Lovely 4 bedroom 2nd floor walk up apartment;467148600;Maria;;Abbeyhill;55.95545568;-3.171553851;Entire home/apt;271;2;1;28/08/2022;1;2;174;1;
6,94E+17;Comfortable single room with small double bed;851172;Zeb David;;Abbeyhill;55.9544767;-3.1671164;Private room;56;2;0;;;16;53;0;
6,94E+17;Comfortable double room close to the city centre;851172;Zeb David;;Abbeyhill;55.9544767;-3.1671164;Private room;66;2;0;;;16;72;0;
6,95E+17;Cosy Deluxe Double Room in Newington;37563463;Altido;;Marchmont East and Sciennes;55.93857989;-3.182498134;Private room;124;3;1;28/08/2022;1;128;350;1;
6,95E+17;Cosy Single Room in Newington;37563463;Altido;;Marchmont East and Sciennes;55.93863626;-3.180448836;Private room;106;3;1;26/08/2022;1;128;354;1;
6,95E+17;Cosy double room in Newington;37563463;Altido;;Marchmont East and Sciennes;55.93701417;-3.182383182;Private room;113;3;0;;;128;361;0;
6,95E+17;GuestReady Charming flat in West End;475276382;Minal;;Deans Village;55.95159573;-3.217929081;Entire home/apt;130;2;0;;;1;355;0;
6,95E+17;Cozy 2-bedroom house in Leith;20312735;Pablo;;North Leith and Newhaven;55.97863293;-3.182602669;Entire home/apt;100;3;2;05/09/2022;2;1;11;2;
6,95E+17;Stunning flat w/ free parking;37563463;Altido;;Slateford and Chesser;55.92954;-3.24923;Entire home/apt;153;3;0;;;128;354;0;
6,95E+17;GuestReady Modern apt in Polwarth;475391052;Sarah;;Polwarth;55.93693908;-3.218671798;Entire home/apt;89;2;2;24/08/2022;2;1;344;2;
6,95E+17;3 Bedroom Mews Home with Garage - Great location;430241036;Mark;;Deans Village;55.95069;-3.21953;Entire home/apt;195;1;4;11/09/2022;4;1;165;4;
6,96E+17;Elegant flat near Fountain Park;37563463;Altido;;Tollcross;55.94594604;-3.210971787;Entire home/apt;132;3;0;;;128;324;0;
6,96E+17;Gorgeous apt near Edinburgh Castle;37563463;Altido;;Tollcross;55.94573622;-3.21275968;Entire home/apt;171;3;0;;;128;331;0;
6,96E+17;Portobello. Fantastic Seaside Apartment;22597535;Agnes & Philip;;Joppa;55.95114;-3.10907;Entire home/apt;141;3;1;03/09/2022;1;29;22;1;
6,96E+17;1 bedroom house in Leith with parking;224444157;Sue And Grant;;Leith (Albert Street);55.96398828;-3.174264953;Entire home/apt;99;3;2;31/08/2022;2;26;95;2;
6,96E+17;Spacious  double room close to the city centre;851172;Zeb David;;Abbeyhill;55.9544767;-3.1671164;Private room;76;2;1;25/08/2022;1;16;69;1;
6,96E+17;Inviting apt near Edinburgh Castle;37563463;Altido;;Tollcross;55.94563342;-3.211539458;Entire home/apt;117;3;0;;;128;301;0;
6,96E+17;Lovely 2 Bedroom Apartment close to City Centre;92021217;Emmanuel;;South Leith;55.96614093;-3.175272574;Entire home/apt;155;1;0;;;1;158;0;
6,96E+17;Adorable apt near Fountain Park;37563463;Altido;;Tollcross;55.94565577;-3.211130536;Entire home/apt;136;3;0;;;128;300;0;
6,96E+17;GuestReady Adorable Apt near Fountainbridge Green;475608040;Sarah;;Polwarth;55.93845846;-3.219538229;Entire home/apt;101;2;1;06/09/2022;1;1;353;1;
6,96E+17;GuestReady Superb family apt near Leith Walk;475631261;Thulasi;;New Town East and Gayfield;55.9594285;-3.189401994;Entire home/apt;142;2;5;08/09/2022;5;1;305;5;
6,96E+17;Bright 2 bedroom flat with balcony and views;25637543;Harry;;Leith (Albert Street);55.9618618;-3.1713616;Entire home/apt;250;2;1;26/08/2022;1;1;247;1;
6,96E+17;Boutique Edinburgh 3 bed house - Parking - Garden;152788806;Pass The Property;;Niddrie;55.93168;-3.12404;Entire home/apt;222;2;0;;;5;85;0;
6,97E+17;Modern 3Bed Flat w/ Free Parking & Stunning Views!;475735235;Samantha-Pass The Keys;;Western Harbour and Leith Docks;55.98360521;-3.18799606;Entire home/apt;567;2;0;;;1;125;0;
6,97E+17;Garden house in exquisite location;475742384;Magnus;;Canongate, Southside and Dumbiedykes;55.9425704;-3.1757616;Private room;90;2;2;11/09/2022;2;1;5;2;
6,97E+17;Beautiful flat in Haymarket;37563463;Altido;;Dalry and Fountainbridge;55.94591836;-3.21459565;Entire home/apt;193;3;0;;;128;338;0;
6,97E+17;Spacious 4Bed Flat with Free Parking ✩Sleeps 6!✩;475779944;Lliam;;Muirhouse;55.96832;-3.26168;Entire home/apt;191;2;0;;;1;25;0;
6,97E+17;Brand new luxury 2022 auto 4 berth T6.1 camper;475830237;Craig;;Ratho, Ingliston and Gogar;55.9422;-3.3591;Entire home/apt;140;3;0;;;2;364;0;
6,97E+17;Brand new luxury 2022 auto 4 berth T6.1 camper;475830237;Craig;;Ratho, Ingliston and Gogar;55.94176;-3.3605;Entire home/apt;140;3;0;;;2;365;0;
6,98E+17;Bright Private Room nr Portobello and Arthurs Seat;12582236;Andrea;;Duddingston and Portobello South;55.94614;-3.12049;Private room;73;1;0;;;1;350;0;
6,98E+17;Bright. spacious and central room with ensuite;851172;Zeb David;;Abbeyhill;55.9544767;-3.1671164;Private room;86;1;0;;;16;362;0;
6,98E+17;A room in the middle of the city;260588420;Bazz;;Canongate, Southside and Dumbiedykes;55.94641156;-3.180495824;Private room;77;1;3;10/09/2022;3;1;79;3;
6,98E+17;Cozy and bright room in Pilton;270348565;Patricia Azahara;;West Pilton;55.96915;-3.24276;Private room;23;1;3;11/09/2022;3;1;325;3;
6,98E+17;Welcoming king bedroom with free parking;461842865;Anu;;Blackhall;55.9618;-3.27456;Private room;61;1;3;04/09/2022;3;3;2;3;
6,98E+17;Entire 2- bedroom flat with free parking;148772771;Mohamed Hedi;;Stenhouse and Saughton Mains;55.9337;-3.24538;Entire home/apt;120;2;0;;;1;9;0;
6,98E+17;Lovely two bedroom flat in the centre of Edinburgh;476046745;Toby;;Abbeyhill;55.95709524;-3.168952066;Private room;80;2;3;28/08/2022;3;1;82;3;
6,98E+17;Family friendly home with two rooms to let out;7324873;Eleanor;;Trinity;55.97804731;-3.212916842;Private room;153;2;0;;;4;300;0;
6,99E+17;Stylish 2bed apartment underneath Edinburgh castle;317425302;Ondrej;;Tollcross;55.9459458;-3.2046496;Entire home/apt;210;1;0;;;13;300;0;
6,99E+17;Lovely room in Edinburgh city center;153039264;Eme;;New Town East and Gayfield;55.96085028;-3.183134461;Private room;96;1;2;27/08/2022;2;2;265;2;
6,99E+17;Ground floor flat. minutes from Edinburgh's beach.;7184248;Mia;;Portobello;55.95439866;-3.117209338;Entire home/apt;179;2;2;12/09/2022;2;1;2;2;
6,99E+17;Broughton Pl - Beautiful New Town Garden Flat;196020186;Fiona;;New Town East and Gayfield;55.95926;-3.189836186;Entire home/apt;219;1;0;;;2;110;0;
6,99E+17;Double room in beautiful listed community building;476176880;Lorraine;;Newington and Dalkeith Road;55.9381628;-3.1745335;Private room;44;3;3;06/09/2022;3;1;286;3;
6,99E+17;Spacious double bedroom with breakfast;446833119;Saeed;;Stenhouse and Saughton Mains;55.93605;-3.25685;Private room;57;1;3;12/09/2022;3;1;351;3;
6,99E+17;Townhouse Opposite the Scottish Parliament;146730114;Adam;;Canongate, Southside and Dumbiedykes;55.9535156;-3.1746426;Entire home/apt;263;2;0;;;5;81;0;
6,99E+17;Lovely double bedroom in Gracemount;74740419;Marcin;;Gracemount, Southhouse and Burdiehouse;55.90507;-3.16143;Private room;49;1;1;26/08/2022;1;1;344;1;
6,99E+17;Braid Rd Stunning Villa;22597535;Agnes & Philip;;Greenbank and The Braids;55.91722163;-3.21287202;Entire home/apt;180;4;0;;;29;63;0;
6,99E+17;GuestReady Amazing apt near The Meadows;475762340;Euan;;Bruntsfield;55.93748873;-3.206973138;Entire home/apt;118;2;1;05/09/2022;1;1;287;1;
6,99E+17;4 bed mews house in prettiest street in Edinburgh;476231631;Callum;;New Town West;55.95821959;-3.20527941;Entire home/apt;350;5;0;;;1;109;0;
6,99E+17;Quiet double bedroom in central Edinburgh;109819942;Niccolò;;Easter Road and Hawkhill Avenue;55.96054438;-3.163992265;Private room;47;1;0;;;1;114;0;
7,00E+17;Lovely 1-bedroom apartment in Edinburgh;476330828;John;;Dalry and Fountainbridge;55.94258;-3.21684;Entire home/apt;135;2;0;;;1;27;0;
7,00E+17;The Castle View Residence;646220;Reserve;;Old Town, Princes Street and Leith Street;55.94741884;-3.199107938;Entire home/apt;208;1;0;;;46;336;0;
7,00E+17;Cosy City Centre Room with Super-King Bed.;156897821;Lucy;;Broughton South;55.96446311;-3.185011995;Private room;51;2;1;29/08/2022;1;1;75;1;
7,00E+17;Edinburgh Sea View.;255782857;Kay;;Joppa;55.94654;-3.0818;Entire home/apt;142;2;0;;;1;336;0;
7,00E+17;Historic 3 bedroom apartment Edinburgh City centre;456729270;Samia;;Tollcross;55.94361275;-3.205199914;Entire home/apt;335;20;0;;;1;268;0;
7,00E+17;Cheerful 1 Bedroom Bungalow with free parking.;328362143;Ibü;;Jewel, Brunstane and Newcraighall;55.93979;-3.10256;Private room;43;1;3;10/09/2022;3;1;352;3;
7,00E+17;GuestReady Vibrant Cosy Plewlands Terrace;476356485;Patrick;;Morningside and Craighouse;55.92253628;-3.222364437;Entire home/apt;101;2;1;28/08/2022;1;1;130;1;
7,00E+17;Stylish. cosy & comfy 2 bed! ;;;;Old Town, Princes Street and Leith Street;;;;;;;;;;;;
;;1684355;;;Boswall and Pilton;55.97561;-3.23642;Entire home/apt;1;0;;;1;94;0;;
7,00E+17;2BR Modern Mews Apartment - New Town;201600360;David;;New Town East and Gayfield;55.93689;-3.191648248;Entire home/apt;185;1;0;;;29;324;0;
7,00E+17;Cheerful 1-bedroom home with free parking;124223862;Hussain;;Mountcastle;55.96076;-3.1281167;Entire home/apt;140;2;1;28/08/2022;1;2;365;1;
7,00E+17;Super central 2 bed apartment in Edinburgh.;151081494;Yen;;Canongate, Southside and Dumbiedykes;55.92;-3.183730893;Entire home/apt;160;1;1;28/08/2022;1;2;75;1;
7,00E+17;Homely & Renovated 2Bed Flat with Free Parking!;476276846;Kathleen;;The Shore and Constitution Street;55.97107;-3.162303542;Entire home/apt;161;2;1;09/09/2022;1;1;157;1;
7,01E+17;2-bedroom vintage style apartment in Edinburgh;58154773;Lisa;;Easter Road and Hawkhill Avenue;55.94731;-3.173106238;Entire home/apt;110;2;1;31/08/2022;1;2;58;1;
7,01E+17;Lovely private room close to Holyrood Park.;13359804;James;;Restalrig (Loganlea) and Craigentinny West;55.98114;-3.14203;Private room;70;2;2;08/09/2022;2;1;352;2;
7,01E+17;Lovely 4 Bedroom residence in New Town;6200921;Eddie;;Deans Village;55.97703;-3.206709951;Entire home/apt;485;2;0;;;22;129;0;
7,01E+17;Quiet & large. 8 min Haymarket STN. 9m airport bus;157675458;Andy;;Tollcross;55.97122;-3.209028877;Private room;47;1;0;;;2;8;0;
7,01E+17;Single room in cosy bright and peaceful flat;310150416;Tim;;Northfield and Piershill;55.90381;-3.13574;Private room;25;1;3;12/09/2022;3;1;265;3;
7,01E+17;2 bedroom flat. 2 miles from Edinburgh Castle;69845482;Gary;;Shandon;55.9715783202752;-3.23616;Entire home/apt;88;2;0;;;1;3;0;
7,01E+17;Comfortable. Cosy Viewforth Quarters *new*;191891016;Valentina;;Bruntsfield;55.9341557542362;-3.2120312;Entire home/apt;80;2;0;;;11;2;0;
7,01E+17;Large City Apartment with Parking in a quiet area;93280177;Karen;;Deans Village;55.9744;-3.205936089;Entire home/apt;246;2;1;11/09/2022;1;1;300;1;
7,01E+17;Lovely Apt nearby Royal Mile;37563463;Altido;;Old Town, Princes Street and Leith Street;55.951619804005;-3.192971749;Entire home/apt;149;3;0;;;128;335;0;
7,01E+17;Spacious 2 bedroom flat in Edinburgh;8342285;Noah;;Leith (Albert Street);55.97561;-3.17757217;Entire home/apt;120;2;0;;;1;22;0;
7,01E+17;Spacious en suite room minutes from Ocean Terminal;50996221;Lara;;Western Harbour and Leith Docks;55.97999546;-3.180177154;Private room;63;2;0;;;1;289;0;
7,01E+17;Luxury top floor Apt close to Meadows Arthur Seat;343580852;Jack;;Marchmont West;55.93538358;-3.197862073;Entire home/apt;199;5;0;;;3;49;0;
7,01E+17;Bright 2 bedroom flat 30s to Tramline. parks;365387549;Steven;;Balgreen and Roseburn;55.93855;-3.25079;Entire home/apt;85;2;0;;;2;9;0;
7,01E+17;Cosy number 19 with private parking for three cars;142633394;Linda;;Bruntsfield;55.93967;-3.20754;Entire home/apt;284;2;0;;;1;123;0;
7,01E+17;2-bedroom flat near Haymarket+free secure parking;476708057;Asen;;Dalry and Fountainbridge;55.94244181;-3.219552803;Entire home/apt;141;3;1;05/09/2022;1;1;188;1;
7,01E+17;Seaview Double Room with work desk and TV;694034;Mo And Farrah;;Granton and Royston Mains;55.98149719;-3.236512318;Private room;60;30;0;;;4;365;0;
7,01E+17;Seaview Double bedroom with work desk.;694034;Mo And Farrah;;Granton West and Salvesen;55.98097;-3.23729;Private room;55;30;0;;;4;365;0;
7,02E+17;Large double room near centre of The Fringe;851172;Zeb David;;Meadows and Southside;55.9424932;-3.1998846;Private room;100;2;0;;;16;336;0;
7,02E+17;Huge room on Meadows near the centre of The Fringe;851172;Zeb David;;Meadows and Southside;55.9424932;-3.1998846;Private room;116;2;0;;;16;265;0;
7,02E+17;Nice room on Meadows near the centre of The Fringe;851172;Zeb David;;Meadows and Southside;55.9424932;-3.1998846;Private room;76;2;0;;;16;264;0;
7,02E+17;Artistic 1-Bedroom Apt in City Centre;3347799;Stuart;;Canongate, Southside and Dumbiedykes;55.95203298;-3.177873741;Entire home/apt;173;2;0;;;28;167;0;
